hh1,hh2,hh6,hh7,zone,ln,mn_age_yrs,mn_attended_sch,mn_mstatus,mma1,mwage,mn_overall_happiness,mn_life_satisfaction,mn_life_satisfaction_last_year,mn_life_satisfaction_expectation,mn_education,windex5,survey,consent,mnweight
14.0,8.0,RURAL,ABIA,South East,1.0,30.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",30-34,SOMEWHAT HAPPY,5,IMPROVED,BETTER,Higher/tertiary,Middle,MICS,YES,0.560621576900733
14.0,12.0,RURAL,ABIA,South East,1.0,35.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,SOMEWHAT HAPPY,6,MORE OR LESS THE SAME,BETTER,Senior secondary,Fourth,MICS,YES,0.560621576900733
14.0,16.0,RURAL,ABIA,South East,2.0,39.0,YES,Never married/in union,"NO, NOT IN UNION",35-39,NEITHER HAPPY NOR UNHAPPY,7,MORE OR LESS THE SAME,BETTER,Senior secondary,Richest,MICS,YES,0.560621576900733
14.0,16.0,RURAL,ABIA,South East,3.0,37.0,YES,Never married/in union,"NO, NOT IN UNION",35-39,NEITHER HAPPY NOR UNHAPPY,7,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Richest,MICS,YES,0.560621576900733
14.0,16.0,RURAL,ABIA,South East,4.0,29.0,YES,Formerly married/in union,"NO, NOT IN UNION",25-29,SOMEWHAT HAPPY,5,IMPROVED,BETTER,Senior secondary,Richest,MICS,YES,0.560621576900733
14.0,18.0,RURAL,ABIA,South East,1.0,45.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT HAPPY,6,MORE OR LESS THE SAME,BETTER,Senior secondary,Second,MICS,YES,0.560621576900733
14.0,18.0,RURAL,ABIA,South East,3.0,17.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,6,MORE OR LESS THE SAME,BETTER,Junior secondary,Second,MICS,YES,0.560621576900733
14.0,20.0,RURAL,ABIA,South East,7.0,40.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,SOMEWHAT HAPPY,6,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Junior secondary,Poorest,MICS,YES,0.560621576900733
15.0,3.0,RURAL,ABIA,South East,1.0,48.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,VERY UNHAPPY,2,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Primary,Middle,MICS,YES,0.586104375850767
15.0,5.0,RURAL,ABIA,South East,1.0,20.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,NEITHER HAPPY NOR UNHAPPY,5,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Primary,Second,MICS,YES,0.586104375850767
15.0,9.0,RURAL,ABIA,South East,1.0,43.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,VERY UNHAPPY,2,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Primary,Fourth,MICS,YES,0.586104375850767
15.0,11.0,RURAL,ABIA,South East,2.0,26.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,NEITHER HAPPY NOR UNHAPPY,5,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Fourth,MICS,YES,0.586104375850767
15.0,13.0,RURAL,ABIA,South East,2.0,21.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,NEITHER HAPPY NOR UNHAPPY,5,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Middle,MICS,YES,0.586104375850767
15.0,15.0,RURAL,ABIA,South East,1.0,42.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,SOMEWHAT UNHAPPY,3,WORSENED,WORSE,Senior secondary,Richest,MICS,YES,0.586104375850767
15.0,17.0,RURAL,ABIA,South East,1.0,42.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,VERY UNHAPPY,3,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Middle,MICS,YES,0.586104375850767
15.0,19.0,RURAL,ABIA,South East,2.0,28.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",25-29,SOMEWHAT UNHAPPY,4,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Second,MICS,YES,0.586104375850767
16.0,1.0,RURAL,ABIA,South East,3.0,22.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,SOMEWHAT UNHAPPY,4,WORSENED,MORE OR LESS THE SAME,Senior secondary,Fourth,MICS,YES,0.917380762201199
16.0,1.0,RURAL,ABIA,South East,4.0,15.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,NEITHER HAPPY NOR UNHAPPY,5,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Fourth,MICS,YES,0.917380762201199
16.0,5.0,RURAL,ABIA,South East,1.0,45.0,YES,Never married/in union,"NO, NOT IN UNION",45-49,NEITHER HAPPY NOR UNHAPPY,5,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Primary,Middle,MICS,YES,0.917380762201199
16.0,5.0,RURAL,ABIA,South East,3.0,37.0,YES,Never married/in union,"NO, NOT IN UNION",35-39,NEITHER HAPPY NOR UNHAPPY,5,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Primary,Middle,MICS,YES,0.917380762201199
16.0,7.0,RURAL,ABIA,South East,1.0,34.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",30-34,SOMEWHAT UNHAPPY,4,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Primary,Middle,MICS,YES,0.917380762201199
16.0,9.0,RURAL,ABIA,South East,2.0,45.0,YES,Never married/in union,"NO, NOT IN UNION",45-49,NEITHER HAPPY NOR UNHAPPY,5,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Middle,MICS,YES,0.917380762201199
16.0,11.0,RURAL,ABIA,South East,1.0,34.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",30-34,SOMEWHAT UNHAPPY,3,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Fourth,MICS,YES,0.917380762201199
16.0,13.0,RURAL,ABIA,South East,2.0,45.0,YES,Never married/in union,"NO, NOT IN UNION",45-49,SOMEWHAT UNHAPPY,4,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Higher/tertiary,Middle,MICS,YES,0.917380762201199
16.0,15.0,RURAL,ABIA,South East,1.0,41.0,YES,Never married/in union,"NO, NOT IN UNION",40-44,NEITHER HAPPY NOR UNHAPPY,5,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Primary,Middle,MICS,YES,0.917380762201199
16.0,17.0,RURAL,ABIA,South East,3.0,28.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,SOMEWHAT UNHAPPY,3,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Middle,MICS,YES,0.917380762201199
16.0,17.0,RURAL,ABIA,South East,4.0,22.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,NEITHER HAPPY NOR UNHAPPY,5,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Middle,MICS,YES,0.917380762201199
16.0,17.0,RURAL,ABIA,South East,6.0,37.0,YES,Never married/in union,"NO, NOT IN UNION",35-39,NEITHER HAPPY NOR UNHAPPY,5,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Middle,MICS,YES,0.917380762201199
16.0,19.0,RURAL,ABIA,South East,1.0,42.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,SOMEWHAT UNHAPPY,3,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Richest,MICS,YES,0.917380762201199
17.0,1.0,RURAL,ABIA,South East,1.0,24.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,VERY HAPPY,5,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,0.523129464118904
17.0,3.0,RURAL,ABIA,South East,3.0,18.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,5,IMPROVED,BETTER,Higher/tertiary,Fourth,MICS,YES,0.523129464118904
17.0,5.0,RURAL,ABIA,South East,1.0,38.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,SOMEWHAT HAPPY,0,IMPROVED,BETTER,Higher/tertiary,Middle,MICS,YES,0.523129464118904
17.0,11.0,RURAL,ABIA,South East,1.0,36.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,VERY HAPPY,5,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,0.523129464118904
17.0,17.0,RURAL,ABIA,South East,1.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
18.0,8.0,RURAL,ABIA,South East,3.0,37.0,YES,Never married/in union,"NO, NOT IN UNION",35-39,SOMEWHAT UNHAPPY,4,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Richest,MICS,YES,0.475572240108095
18.0,12.0,RURAL,ABIA,South East,5.0,33.0,YES,Currently married/in union,"YES, LIVING WITH A PARTNER",30-34,NEITHER HAPPY NOR UNHAPPY,5,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Middle,MICS,YES,0.475572240108095
18.0,12.0,RURAL,ABIA,South East,6.0,17.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,4,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Junior secondary,Middle,MICS,YES,0.475572240108095
18.0,14.0,RURAL,ABIA,South East,1.0,47.0,YES,Never married/in union,"NO, NOT IN UNION",45-49,SOMEWHAT UNHAPPY,3,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Primary,Fourth,MICS,YES,0.475572240108095
18.0,16.0,RURAL,ABIA,South East,1.0,47.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT UNHAPPY,4,WORSENED,WORSE,Junior secondary,Fourth,MICS,YES,0.475572240108095
18.0,18.0,RURAL,ABIA,South East,2.0,16.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,NEITHER HAPPY NOR UNHAPPY,4,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Middle,MICS,YES,0.475572240108095
18.0,20.0,RURAL,ABIA,South East,1.0,49.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,NEITHER HAPPY NOR UNHAPPY,5,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Primary,Middle,MICS,YES,0.475572240108095
19.0,1.0,RURAL,ABIA,South East,3.0,18.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,NEITHER HAPPY NOR UNHAPPY,5,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Fourth,MICS,YES,0.898798036010738
19.0,3.0,RURAL,ABIA,South East,2.0,26.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,VERY UNHAPPY,2,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Middle,MICS,YES,0.898798036010738
19.0,7.0,RURAL,ABIA,South East,3.0,17.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,NEITHER HAPPY NOR UNHAPPY,5,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Middle,MICS,YES,0.898798036010738
19.0,7.0,RURAL,ABIA,South East,4.0,20.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,NEITHER HAPPY NOR UNHAPPY,5,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Middle,MICS,YES,0.898798036010738
19.0,9.0,RURAL,ABIA,South East,1.0,49.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT UNHAPPY,4,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Primary,Middle,MICS,YES,0.898798036010738
19.0,9.0,RURAL,ABIA,South East,4.0,19.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT UNHAPPY,4,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Middle,MICS,YES,0.898798036010738
19.0,9.0,RURAL,ABIA,South East,6.0,16.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,NEITHER HAPPY NOR UNHAPPY,5,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Middle,MICS,YES,0.898798036010738
19.0,15.0,RURAL,ABIA,South East,3.0,39.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,SOMEWHAT UNHAPPY,5,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Junior secondary,Middle,MICS,YES,0.898798036010738
19.0,15.0,RURAL,ABIA,South East,4.0,15.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,NEITHER HAPPY NOR UNHAPPY,5,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Middle,MICS,YES,0.898798036010738
20.0,1.0,RURAL,ABIA,South East,2.0,27.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,VERY UNHAPPY,2,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,0.774825893112705
20.0,3.0,RURAL,ABIA,South East,1.0,43.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,VERY UNHAPPY,2,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Middle,MICS,YES,0.774825893112705
20.0,5.0,RURAL,ABIA,South East,1.0,48.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,VERY UNHAPPY,3,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Second,MICS,YES,0.774825893112705
20.0,5.0,RURAL,ABIA,South East,3.0,16.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,NEITHER HAPPY NOR UNHAPPY,5,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Second,MICS,YES,0.774825893112705
20.0,7.0,RURAL,ABIA,South East,1.0,49.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,NEITHER HAPPY NOR UNHAPPY,5,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Primary,Fourth,MICS,YES,0.774825893112705
20.0,9.0,RURAL,ABIA,South East,1.0,40.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,SOMEWHAT UNHAPPY,4,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Middle,MICS,YES,0.774825893112705
20.0,11.0,RURAL,ABIA,South East,1.0,38.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,SOMEWHAT UNHAPPY,5,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Fourth,MICS,YES,0.774825893112705
20.0,11.0,RURAL,ABIA,South East,6.0,32.0,YES,Never married/in union,"NO, NOT IN UNION",30-34,SOMEWHAT UNHAPPY,2,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Higher/tertiary,Fourth,MICS,YES,0.774825893112705
20.0,11.0,RURAL,ABIA,South East,7.0,34.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",30-34,VERY UNHAPPY,2,IMPROVED,BETTER,Senior secondary,Fourth,MICS,YES,0.774825893112705
20.0,13.0,RURAL,ABIA,South East,1.0,45.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT UNHAPPY,6,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Primary,Middle,MICS,YES,0.774825893112705
20.0,15.0,RURAL,ABIA,South East,1.0,43.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,VERY UNHAPPY,2,WORSENED,WORSE,Higher/tertiary,Fourth,MICS,YES,0.774825893112705
20.0,17.0,RURAL,ABIA,South East,1.0,42.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,SOMEWHAT UNHAPPY,5,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Junior secondary,Fourth,MICS,YES,0.774825893112705
20.0,19.0,RURAL,ABIA,South East,5.0,19.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,NEITHER HAPPY NOR UNHAPPY,5,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Second,MICS,YES,0.774825893112705
20.0,19.0,RURAL,ABIA,South East,6.0,16.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,NEITHER HAPPY NOR UNHAPPY,5,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Second,MICS,YES,0.774825893112705
21.0,5.0,RURAL,ABIA,South East,1.0,49.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT UNHAPPY,4,WORSENED,BETTER,Primary,Fourth,MICS,YES,0.86780500028623
21.0,5.0,RURAL,ABIA,South East,4.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
21.0,5.0,RURAL,ABIA,South East,5.0,18.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,3,IMPROVED,BETTER,Senior secondary,Fourth,MICS,YES,0.86780500028623
21.0,5.0,RURAL,ABIA,South East,6.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
21.0,9.0,RURAL,ABIA,South East,2.0,20.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,NEITHER HAPPY NOR UNHAPPY,4,MORE OR LESS THE SAME,BETTER,Senior secondary,Poorest,MICS,YES,0.86780500028623
21.0,9.0,RURAL,ABIA,South East,3.0,18.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,NEITHER HAPPY NOR UNHAPPY,4,MORE OR LESS THE SAME,BETTER,Senior secondary,Poorest,MICS,YES,0.86780500028623
21.0,11.0,RURAL,ABIA,South East,1.0,37.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,SOMEWHAT HAPPY,6,MORE OR LESS THE SAME,BETTER,Senior secondary,Middle,MICS,YES,0.86780500028623
21.0,15.0,RURAL,ABIA,South East,1.0,40.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,SOMEWHAT HAPPY,4,MORE OR LESS THE SAME,BETTER,Senior secondary,Middle,MICS,YES,0.86780500028623
22.0,2.0,RURAL,ABIA,South East,1.0,36.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,NEITHER HAPPY NOR UNHAPPY,7,MORE OR LESS THE SAME,BETTER,Senior secondary,Middle,MICS,YES,0.949894938045371
22.0,6.0,RURAL,ABIA,South East,1.0,33.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",30-34,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Senior secondary,Fourth,MICS,YES,0.949894938045371
23.0,7.0,RURAL,ABIA,South East,1.0,49.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT HAPPY,6,MORE OR LESS THE SAME,BETTER,Higher/tertiary,Richest,MICS,YES,1.526616864715775
23.0,9.0,RURAL,ABIA,South East,3.0,17.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,5,IMPROVED,BETTER,Senior secondary,Richest,MICS,YES,1.526616864715775
23.0,9.0,RURAL,ABIA,South East,4.0,15.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,3,IMPROVED,BETTER,Senior secondary,Richest,MICS,YES,1.526616864715775
23.0,11.0,RURAL,ABIA,South East,4.0,16.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,5,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,1.526616864715775
23.0,15.0,RURAL,ABIA,South East,1.0,48.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,NEITHER HAPPY NOR UNHAPPY,7,MORE OR LESS THE SAME,BETTER,Primary,Middle,MICS,YES,1.526616864715775
23.0,15.0,RURAL,ABIA,South East,3.0,17.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,1.526616864715775
23.0,15.0,RURAL,ABIA,South East,4.0,16.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,5,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,1.526616864715775
23.0,19.0,RURAL,ABIA,South East,2.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
23.0,19.0,RURAL,ABIA,South East,3.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
23.0,19.0,RURAL,ABIA,South East,4.0,18.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,1.526616864715775
23.0,19.0,RURAL,ABIA,South East,5.0,16.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,5,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,1.526616864715775
24.0,2.0,RURAL,ABIA,South East,1.0,41.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,SOMEWHAT HAPPY,6,MORE OR LESS THE SAME,BETTER,Junior secondary,Middle,MICS,YES,0.628384789934213
24.0,4.0,RURAL,ABIA,South East,1.0,45.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT HAPPY,6,MORE OR LESS THE SAME,BETTER,Primary,Second,MICS,YES,0.628384789934213
24.0,6.0,RURAL,ABIA,South East,3.0,28.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,SOMEWHAT HAPPY,6,MORE OR LESS THE SAME,BETTER,Primary,Poorest,MICS,YES,0.628384789934213
24.0,8.0,RURAL,ABIA,South East,1.0,37.0,YES,Never married/in union,"NO, NOT IN UNION",35-39,SOMEWHAT HAPPY,7,MORE OR LESS THE SAME,BETTER,Senior secondary,Second,MICS,YES,0.628384789934213
24.0,10.0,RURAL,ABIA,South East,2.0,30.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",30-34,SOMEWHAT HAPPY,5,MORE OR LESS THE SAME,BETTER,Senior secondary,Second,MICS,YES,0.628384789934213
24.0,12.0,RURAL,ABIA,South East,4.0,16.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,8,MORE OR LESS THE SAME,BETTER,Senior secondary,Middle,MICS,YES,0.628384789934213
24.0,14.0,RURAL,ABIA,South East,3.0,25.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,SOMEWHAT HAPPY,7,MORE OR LESS THE SAME,BETTER,Senior secondary,Middle,MICS,YES,0.628384789934213
24.0,14.0,RURAL,ABIA,South East,5.0,18.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,NEITHER HAPPY NOR UNHAPPY,7,MORE OR LESS THE SAME,BETTER,Senior secondary,Middle,MICS,YES,0.628384789934213
24.0,18.0,RURAL,ABIA,South East,1.0,35.0,YES,Never married/in union,"NO, NOT IN UNION",35-39,SOMEWHAT HAPPY,7,MORE OR LESS THE SAME,BETTER,Senior secondary,Second,MICS,YES,0.628384789934213
24.0,20.0,RURAL,ABIA,South East,1.0,41.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,SOMEWHAT HAPPY,6,MORE OR LESS THE SAME,BETTER,Senior secondary,Middle,MICS,YES,0.628384789934213
25.0,2.0,RURAL,ABIA,South East,1.0,42.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,VERY UNHAPPY,2,WORSENED,WORSE,Senior secondary,Middle,MICS,YES,0.97399642439803
25.0,4.0,RURAL,ABIA,South East,3.0,20.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,VERY UNHAPPY,2,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Middle,MICS,YES,0.97399642439803
25.0,4.0,RURAL,ABIA,South East,4.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
25.0,4.0,RURAL,ABIA,South East,5.0,18.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,NEITHER HAPPY NOR UNHAPPY,5,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Middle,MICS,YES,0.97399642439803
25.0,6.0,RURAL,ABIA,South East,1.0,42.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,VERY UNHAPPY,2,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Fourth,MICS,YES,0.97399642439803
25.0,10.0,RURAL,ABIA,South East,2.0,23.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,VERY UNHAPPY,2,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Higher/tertiary,Fourth,MICS,YES,0.97399642439803
25.0,12.0,RURAL,ABIA,South East,2.0,18.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,NEITHER HAPPY NOR UNHAPPY,5,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Middle,MICS,YES,0.97399642439803
25.0,14.0,RURAL,ABIA,South East,2.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
25.0,16.0,RURAL,ABIA,South East,2.0,32.0,YES,Never married/in union,"NO, NOT IN UNION",30-34,SOMEWHAT UNHAPPY,5,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Middle,MICS,YES,0.97399642439803
25.0,16.0,RURAL,ABIA,South East,3.0,22.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,SOMEWHAT UNHAPPY,4,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Middle,MICS,YES,0.97399642439803
25.0,18.0,RURAL,ABIA,South East,3.0,27.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,VERY UNHAPPY,2,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Higher/tertiary,Middle,MICS,YES,0.97399642439803
25.0,20.0,RURAL,ABIA,South East,5.0,18.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,NEITHER HAPPY NOR UNHAPPY,5,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Middle,MICS,YES,0.97399642439803
26.0,4.0,RURAL,ABIA,South East,1.0,35.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,SOMEWHAT UNHAPPY,3,WORSENED,WORSE,Primary,Middle,MICS,YES,2.152633339115209
26.0,4.0,RURAL,ABIA,South East,4.0,16.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,NEITHER HAPPY NOR UNHAPPY,5,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Middle,MICS,YES,2.152633339115209
26.0,4.0,RURAL,ABIA,South East,5.0,15.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT UNHAPPY,4,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Junior secondary,Middle,MICS,YES,2.152633339115209
26.0,6.0,RURAL,ABIA,South East,2.0,26.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,NEITHER HAPPY NOR UNHAPPY,5,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Fourth,MICS,YES,2.152633339115209
26.0,8.0,RURAL,ABIA,South East,1.0,39.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,SOMEWHAT UNHAPPY,4,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Fourth,MICS,YES,2.152633339115209
26.0,10.0,RURAL,ABIA,South East,3.0,26.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,SOMEWHAT UNHAPPY,4,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Middle,MICS,YES,2.152633339115209
26.0,10.0,RURAL,ABIA,South East,4.0,23.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,SOMEWHAT UNHAPPY,4,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Middle,MICS,YES,2.152633339115209
26.0,12.0,RURAL,ABIA,South East,1.0,49.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT UNHAPPY,4,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Primary,Fourth,MICS,YES,2.152633339115209
